col,row,plot_number,tree_no,plot_id,Phy_zone,X_tree_and_climber_position,forest_stand,bearing,distance,distance_unit_name,species,species_name,Species_Name,dbh,quality_class,crown_class,lopping,sample_tree_type,height,crown_height,base_tree_height,base_crown_height,base_slope,age,radial_growth,height_m,remarks,diameter_p
7,80,5,41,7-80-5,2,41,1,262,18.9,m,6660,Terminalia alata,Terminalia tomentosa,46.3,1,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--,46.3
7,80,5,43,7-80-5,2,43,1,275,13.7,m,6615,Shorea robusta,Shorea robusta,23.4,2,2,0,0,NA,NA,NA,NA,NA,0,0,NA,dbh at 1.5m due to knot,23.4
7,80,5,45,7-80-5,2,45,1,289,11.4,m,6615,Shorea robusta,Shorea robusta,27.8,2,2,0,1,13.5,6.5,5.5,3.5,0,0,0,14.6,--,27.8
7,80,5,49,7-80-5,2,49,1,317,9.2,m,6615,Shorea robusta,Shorea robusta,31.3,3,2,0,0,NA,NA,NA,NA,NA,0,0,NA,--,31.3
7,80,5,55,7-80-5,2,55,1,325,3.3,m,6246,Desmodium oojenense,Desmodium oojenense,16.3,3,3,0,0,NA,NA,NA,NA,NA,0,0,NA,--,16.3
7,80,5,56,7-80-5,2,56,1,331,14.9,m,6615,Shorea robusta,Shorea robusta,24.6,2,2,0,0,NA,NA,NA,NA,NA,0,0,NA,--,24.6
7,80,6,3,7-80-6,2,3,1,24,3.9,m,6246,Desmodium oojenense,Desmodium oojenense,28.1,3,2,0,1,13.1,3.8,0,0,NA,0,0,13.1,--,28.1
7,80,6,8,7-80-6,2,8,1,36,3.6,m,6113,Anogeissus latifolius,Anogeissus latifolia,24,3,4,0,2,5.6,0,1.6,0,0,0,0,5.8,--,24
7,80,6,12,7-80-6,2,12,1,50,6,m,6660,Terminalia alata,Terminalia tomentosa,33.8,2,1,0,1,14.5,8.8,3.9,3.9,0,0,0,15,--,33.8
7,80,6,13,7-80-6,2,13,1,53,9.6,m,6615,Shorea robusta,Shorea robusta,43,2,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--,43
7,80,6,15,7-80-6,2,15,1,88,5,m,6615,Shorea robusta,Shorea robusta,51,1,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--,51
7,80,6,16,7-80-6,2,16,1,89,4.4,m,6660,Terminalia alata,Terminalia tomentosa,13,3,4,0,0,NA,NA,NA,NA,NA,0,0,NA,below sal,13
7,80,6,17,7-80-6,2,17,1,108,7.3,m,6615,Shorea robusta,Shorea robusta,27.2,3,2,0,0,NA,NA,NA,NA,NA,0,0,NA,--,27.2
7,80,6,19,7-80-6,2,19,1,132,9.8,m,6660,Terminalia alata,Terminalia tomentosa,32.5,2,1,0,1,14.2,8.5,3.1,3.1,0,0,0,14.5,--,32.5
7,80,6,21,7-80-6,2,21,1,137,9.1,m,6615,Shorea robusta,Shorea robusta,23.9,3,4,0,0,NA,NA,NA,NA,NA,0,0,NA,--,23.9
7,80,6,22,7-80-6,2,22,1,148,10.7,m,6615,Shorea robusta,Shorea robusta,43.3,1,1,0,0,NA,NA,NA,NA,NA,0,0,NA,in slope,43.3
7,80,6,23,7-80-6,2,23,1,148,11.7,m,6131,Bauhinia variegata,OTHERS-1,23,3,4,0,2,7.5,3.2,3.3,1,0,0,0,8.2,in slope,23
7,80,6,24,7-80-6,2,24,1,151,10.4,m,6660,Terminalia alata,Terminalia tomentosa,34,2,2,0,0,NA,NA,NA,NA,NA,0,0,NA,--,34
7,80,6,26,7-80-6,2,26,1,165,10.4,m,6615,Shorea robusta,Shorea robusta,21.5,3,3,0,1,9.8,5.8,5,2.5,0,0,0,11,--,21.5
7,80,6,35,7-80-6,2,35,1,204,16.2,m,6660,Terminalia alata,Terminalia tomentosa,37.8,3,2,0,0,NA,NA,NA,NA,NA,0,0,NA,--,37.8
7,80,6,39,7-80-6,2,39,1,207,12.9,m,6660,Terminalia alata,Terminalia tomentosa,42.5,2,1,0,0,NA,NA,NA,NA,NA,0,0,NA,dbh over climber,42.5
7,80,6,43,7-80-6,2,43,1,242,12.7,m,6615,Shorea robusta,Shorea robusta,48.3,2,2,0,0,NA,NA,NA,NA,NA,0,0,NA,--,48.3
7,80,6,44,7-80-6,2,44,1,243,13.2,m,6660,Terminalia alata,Terminalia tomentosa,35,3,4,0,0,NA,NA,NA,NA,NA,0,0,NA,dbh mistake before,35
7,80,6,49,7-80-6,2,49,1,265,9.7,m,6615,Shorea robusta,Shorea robusta,34.8,3,2,0,1,12.5,4.3,0,0,NA,0,0,12.5,dbh at 1.4m due toknot,34.8
7,80,6,50,7-80-6,2,50,1,285,11,m,6615,Shorea robusta,Shorea robusta,32.5,2,2,0,0,NA,NA,NA,NA,NA,0,0,NA,--,32.5
7,80,6,51,7-80-6,2,51,1,317,9.8,m,6660,Terminalia alata,Terminalia tomentosa,44.3,2,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--,44.3
7,80,6,52,7-80-6,2,52,1,325,5.3,m,6660,Terminalia alata,Terminalia tomentosa,42.6,1,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--,42.6
7,80,6,53,7-80-6,2,53,1,331,19.6,m,6246,Desmodium oojenense,Desmodium oojenense,38.5,3,2,0,1,12.1,1.5,3.8,0,0,0,0,12.7,--,38.5
7,80,6,56,7-80-6,2,56,1,338,16.5,m,6660,Terminalia alata,Terminalia tomentosa,54,2,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--,54
8,72,1,2,8-72-1,1,2,1,56,6.5,m,6369,Lagerstroemia parviflora,Lagerstroemia parviflora,14,3,3,0,2,11.1,6.4,0,0,NA,0,0,11.1,--,14
8,72,1,3,8-72-1,1,3,1,94,3.6,m,6615,Shorea robusta,Shorea robusta,11.5,3,2,0,5,9.5,2.6,0,0,NA,0,0,9.5,--,11.5
8,72,1,4,8-72-1,1,4,1,127,10.3,m,6615,Shorea robusta,Shorea robusta,57.9,1,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--,57.9
8,72,1,7,8-72-1,1,7,1,270,8.3,m,6615,Shorea robusta,Shorea robusta,63.3,1,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--,63.3
8,72,1,8,8-72-1,1,8,1,270,16.6,m,6615,Shorea robusta,Shorea robusta,57.6,1,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--,57.6
8,72,1,9,8-72-1,1,9,1,312,11.1,m,6615,Shorea robusta,Shorea robusta,33.7,3,2,0,1,16.3,2,2,1.6,0,0,0,16.4,--,33.7
8,72,3,1,8-72-3,1,1,1,2,17.6,m,6615,Shorea robusta,Shorea robusta,49.9,1,1,0,1,33,19.3,0,0,NA,0,0,33,--,49.9
8,72,3,2,8-72-3,1,2,1,10,16.6,m,6615,Shorea robusta,Shorea robusta,29.4,1,1,0,0,NA,NA,NA,NA,NA,0,0,NA,dbh at 1.5m,29.4
8,72,3,3,8-72-3,1,3,1,11,12.6,m,6615,Shorea robusta,Shorea robusta,65.9,1,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--,65.9
8,72,3,4,8-72-3,1,4,1,24,17.8,m,6615,Shorea robusta,Shorea robusta,31,1,1,0,2,22,4,10.9,0,0,0,0,24.6,--,31
8,72,3,5,8-72-3,1,5,1,29,18.4,m,6615,Shorea robusta,Shorea robusta,52.2,1,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--,52.2
8,72,3,6,8-72-3,1,6,1,55,15,m,6615,Shorea robusta,Shorea robusta,46.5,1,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--,46.5
8,72,3,7,8-72-3,1,7,1,86,14.4,m,6615,Shorea robusta,Shorea robusta,33.8,1,1,0,2,17.4,6.4,2.5,1.5,0,0,0,17.6,--,33.8
8,72,3,8,8-72-3,1,8,1,115,16.6,m,6615,Shorea robusta,Shorea robusta,61.1,1,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--,61.1
8,72,3,9,8-72-3,1,9,1,117,3.1,m,6419,Mallotus philippensis,Mallotus philippensis,9.5,2,3,0,3,9.5,1.8,0,0,NA,0,0,9.5,--,9.5
8,72,3,10,8-72-3,1,10,1,178,16.6,m,6615,Shorea robusta,Shorea robusta,55.6,1,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--,55.6
8,72,3,11,8-72-3,1,11,1,184,7.9,m,6419,Mallotus philippensis,Mallotus philippensis,13.4,3,3,0,4,10.5,4.6,0,0,NA,0,0,10.5,--,13.4
8,72,3,12,8-72-3,1,12,1,194,8.8,m,6615,Shorea robusta,Shorea robusta,48.5,1,1,0,1,32.9,15.6,2.5,0.5,0,0,0,33,--,48.5
8,72,3,13,8-72-3,1,13,1,232,13.3,m,6615,Shorea robusta,Shorea robusta,52,1,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--,52
8,72,3,14,8-72-3,1,14,1,255,9.4,m,6615,Shorea robusta,Shorea robusta,46,1,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--,46
8,72,3,15,8-72-3,1,15,1,267,18.8,m,6615,Shorea robusta,Shorea robusta,44.7,1,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--,44.7
8,72,3,16,8-72-3,1,16,1,285,5.2,m,6615,Shorea robusta,Shorea robusta,48.6,1,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--,48.6
8,72,3,17,8-72-3,1,17,1,290,12,m,6615,Shorea robusta,Shorea robusta,38.3,1,1,0,1,25,12.7,4,0.5,0,0,0,25.3,--,38.3
8,72,3,18,8-72-3,1,18,1,318,9.1,m,6615,Shorea robusta,Shorea robusta,31.6,1,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--,31.6
8,72,3,19,8-72-3,1,19,1,319,14,m,6615,Shorea robusta,Shorea robusta,56.3,1,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--,56.3
8,72,3,20,8-72-3,1,20,1,322,16.8,m,6615,Shorea robusta,Shorea robusta,39,1,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--,39
8,72,3,21,8-72-3,1,21,1,351,16.7,m,6615,Shorea robusta,Shorea robusta,40.8,1,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--,40.8
8,72,4,1,8-72-4,1,1,1,81,7.1,m,6419,Mallotus philippensis,Mallotus philippensis,11.3,3,3,0,4,7.6,3.6,0,0,NA,0,0,7.6,--,11.3
8,72,4,2,8-72-4,1,2,1,84,7,m,6419,Mallotus philippensis,Mallotus philippensis,15.9,3,3,0,1,8.4,2.1,0,0,NA,0,0,8.4,--,15.9
8,72,4,3,8-72-4,1,3,1,91,19,m,6615,Shorea robusta,Shorea robusta,62.4,1,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--,62.4
8,72,4,4,8-72-4,1,4,1,117,5.9,m,6615,Shorea robusta,Shorea robusta,10.6,3,2,0,4,8.6,1.7,0,0,NA,0,0,8.6,--,10.6
8,72,4,5,8-72-4,1,5,1,117,5.9,m,6615,Shorea robusta,Shorea robusta,14.1,3,1,0,4,11.5,4.6,0,0,NA,0,0,11.5,--,14.1
8,72,4,6,8-72-4,1,6,1,122,19.2,m,6615,Shorea robusta,Shorea robusta,48.1,1,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--,48.1
8,72,4,7,8-72-4,1,7,1,130,3,m,6615,Shorea robusta,Shorea robusta,9.2,3,3,0,2,7.2,2.1,0,0,NA,0,0,7.2,--,9.2
8,72,4,8,8-72-4,1,8,1,178,19.5,m,6419,Mallotus philippensis,Mallotus philippensis,43.9,3,3,0,0,NA,NA,NA,NA,NA,0,0,NA,--,43.9
8,72,4,9,8-72-4,1,9,1,197,11.4,m,6615,Shorea robusta,Shorea robusta,62.2,1,1,0,1,31.1,8.6,0,0,NA,0,0,31.1,--,62.2
8,72,4,10,8-72-4,1,10,1,209,7.5,m,6369,Lagerstroemia parviflora,Lagerstroemia parviflora,10.1,3,3,0,4,10.8,3.5,2.2,0,0,0,0,11,--,10.1
8,72,4,11,8-72-4,1,11,1,285,12.2,m,6615,Shorea robusta,Shorea robusta,63.6,2,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--,63.6
8,72,4,12,8-72-4,1,12,1,300,9.8,m,6615,Shorea robusta,Shorea robusta,60.9,1,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--,60.9
8,72,4,13,8-72-4,1,13,1,355,18.3,m,6615,Shorea robusta,Shorea robusta,52.6,2,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--,52.6
8,72,6,1,8-72-6,1,1,1,4,9.7,m,6615,Shorea robusta,Shorea robusta,56.3,1,1,0,1,32.5,20,0,0,NA,0,0,32.5,--,56.3
8,72,6,2,8-72-6,1,2,1,27,11.2,m,6615,Shorea robusta,Shorea robusta,26.4,2,2,0,0,NA,NA,NA,NA,NA,0,0,NA,--,26.4
8,72,6,3,8-72-6,1,3,1,29,20,m,6615,Shorea robusta,Shorea robusta,43,1,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--,43
8,72,6,4,8-72-6,1,4,1,37,7.3,m,6615,Shorea robusta,Shorea robusta,32.6,2,2,0,0,NA,NA,NA,NA,NA,0,0,NA,--,32.6
8,72,6,5,8-72-6,1,5,1,45,13.4,m,6615,Shorea robusta,Shorea robusta,65.5,1,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--,65.5
8,72,6,6,8-72-6,1,6,1,49,12.8,m,6615,Shorea robusta,Shorea robusta,35,1,1,0,1,12.7,9.8,8.9,2.4,0,0,0,15.5,height measured twicely,35
8,72,6,7,8-72-6,1,7,1,97,15.1,m,6615,Shorea robusta,Shorea robusta,55.8,1,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--,55.8
8,72,6,8,8-72-6,1,8,1,120,18,m,6615,Shorea robusta,Shorea robusta,43.3,1,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--,43.3
8,72,6,9,8-72-6,1,9,1,125,16.4,m,6615,Shorea robusta,Shorea robusta,41,3,2,0,0,NA,NA,NA,NA,NA,0,0,NA,--,41
8,72,6,10,8-72-6,1,10,1,170,5,m,6615,Shorea robusta,Shorea robusta,46.8,2,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--,46.8
8,72,6,11,8-72-6,1,11,1,170,10.6,m,6615,Shorea robusta,Shorea robusta,50.7,1,1,0,1,32.5,14.5,0,0,NA,0,0,32.5,--,50.7
8,72,6,12,8-72-6,1,12,1,193,5.2,m,6615,Shorea robusta,Shorea robusta,26.2,3,6,0,3,8.4,2.4,3.6,1.1,0,0,0,9.1,leaning,26.2
8,72,6,13,8-72-6,1,13,1,197,15.6,m,6615,Shorea robusta,Shorea robusta,42.5,1,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--,42.5
8,72,6,14,8-72-6,1,14,1,207,17.1,m,6615,Shorea robusta,Shorea robusta,49.1,1,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--,49.1
8,72,6,15,8-72-6,1,15,1,237,17.9,m,6615,Shorea robusta,Shorea robusta,49.5,1,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--,49.5
8,72,6,16,8-72-6,1,16,1,294,7,m,6615,Shorea robusta,Shorea robusta,44.9,1,1,0,1,29.4,10.7,1.1,0,0,0,0,29.4,--,44.9
8,72,6,17,8-72-6,1,17,1,310,12.9,m,6615,Shorea robusta,Shorea robusta,59,1,1,0,0,NA,NA,NA,NA,NA,0,0,NA,dbh with climber (4 cm ),59
8,72,6,18,8-72-6,1,18,1,356,18.3,m,6615,Shorea robusta,Shorea robusta,53.9,1,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--,53.9
8,78,1,1,8-78-1,101,1,1,3,16.7,m,6615,Shorea robusta,Shorea robusta,54.9,1,1,0,1,30.2,12.1,0,0,NA,0,0,30.2,--,54.9
8,78,1,2,8-78-1,101,2,1,6,14.1,m,6615,Shorea robusta,Shorea robusta,38.4,1,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--,38.4
8,78,1,3,8-78-1,101,3,1,27,7.7,m,6369,Lagerstroemia parviflora,Lagerstroemia parviflora,16,3,2,0,0,NA,NA,NA,NA,NA,0,0,NA,--,16
8,78,1,4,8-78-1,101,4,1,34,10,m,6615,Shorea robusta,Shorea robusta,35.3,1,2,0,0,NA,NA,NA,NA,NA,0,0,NA,--,35.3
8,78,1,5,8-78-1,101,5,1,42,15.5,m,6615,Shorea robusta,Shorea robusta,40.6,2,2,0,0,NA,NA,NA,NA,NA,0,0,NA,--,40.6
8,78,1,6,8-78-1,101,6,1,49,7.6,m,6615,Shorea robusta,Shorea robusta,52.2,1,1,0,1,28.8,22.2,1.2,1,0,0,0,28.8,--,52.2
8,78,1,7,8-78-1,101,7,1,58,11.9,m,6615,Shorea robusta,Shorea robusta,78.3,1,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--,78.3
8,78,1,8,8-78-1,101,8,1,72,11.7,m,6615,Shorea robusta,Shorea robusta,44.5,1,2,0,0,NA,NA,NA,NA,NA,0,0,NA,--,44.5
8,78,1,9,8-78-1,101,9,1,82,6.2,m,6615,Shorea robusta,Shorea robusta,54,1,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--,54
8,78,1,10,8-78-1,101,10,1,96,18.9,m,6615,Shorea robusta,Shorea robusta,39.2,1,2,0,0,NA,NA,NA,NA,NA,0,0,NA,--,39.2
8,78,1,11,8-78-1,101,11,1,99,9.7,m,6615,Shorea robusta,Shorea robusta,52.3,1,2,0,1,20.8,10.8,3.4,1.5,0,0,0,21.1,height measured twice,52.3
8,78,1,12,8-78-1,101,12,1,99,16,m,6615,Shorea robusta,Shorea robusta,53.9,1,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--,53.9
8,78,1,13,8-78-1,101,13,1,126,2.6,m,6549,Pterocarpus marsupium,OTHERS-1,6.4,3,6,0,3,1.9,0,0,0,NA,0,0,1.9,correct bearing is 116,6.4
8,78,1,14,8-78-1,101,14,1,141,11.2,m,6160,Careya arborea,Careya arborea,23.7,3,2,0,2,9.2,3.5,0,0,NA,0,0,9.2,--,23.7
8,78,1,15,8-78-1,101,15,1,228,7,m,6615,Shorea robusta,Shorea robusta,47.7,2,6,0,3,20.4,8.4,0,0,NA,0,0,20.4,--,47.7
8,78,1,16,8-78-1,101,16,1,233,7.6,m,6419,Mallotus philippensis,Mallotus philippensis,24.9,3,3,0,0,NA,NA,NA,NA,NA,0,0,NA,--,24.9
8,78,1,17,8-78-1,101,17,1,237,7.4,m,6419,Mallotus philippensis,Mallotus philippensis,11.3,3,3,0,2,10.9,3.9,0,0,NA,0,0,10.9,--,11.3
8,78,1,18,8-78-1,101,18,1,269,18.2,m,6615,Shorea robusta,Shorea robusta,49.5,1,6,0,3,26.1,14.3,1.3,1,0,0,0,26.1,--,49.5
8,78,1,19,8-78-1,101,19,1,323,3,m,6369,Lagerstroemia parviflora,Lagerstroemia parviflora,19.1,3,2,0,1,10.8,1.8,0,0,NA,0,0,10.8,--,19.1
8,78,1,20,8-78-1,101,20,1,324,16.2,m,6615,Shorea robusta,Shorea robusta,72.7,1,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--,72.7
8,78,1,21,8-78-1,101,21,1,327,17.6,m,6615,Shorea robusta,Shorea robusta,38.8,2,3,0,0,NA,NA,NA,NA,NA,0,0,NA,--,38.8
8,78,3,1,8-78-3,101,1,1,8,4.3,m,6615,Shorea robusta,Shorea robusta,32.9,1,1,0,1,26.4,18.3,0,0,NA,0,0,26.4,--,32.9
8,78,3,2,8-78-3,101,2,1,26,11.7,m,6207,Cleistocalyx operculatus,Cleistocalyx operculatus,50.1,1,1,0,2,28.1,19.4,3.6,0,0,0,0,28.3,--,50.1
8,78,3,3,8-78-3,101,3,1,40,7.9,m,6615,Shorea robusta,Shorea robusta,41.9,2,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--,41.9
8,78,3,4,8-78-3,101,4,1,50,19.3,m,6160,Careya arborea,Careya arborea,52.3,1,1,0,2,30.4,2,3.7,0,0,0,0,30.6,--,52.3
8,78,3,5,8-78-3,101,5,1,62,6.3,m,6615,Shorea robusta,Shorea robusta,54.7,1,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--,54.7
8,78,3,6,8-78-3,101,6,1,75,11.7,m,6419,Mallotus philippensis,Mallotus philippensis,28.5,3,6,0,3,5.9,3.1,0,0,NA,0,0,5.9,diamter at 0.9m,28.5
8,78,3,7,8-78-3,101,7,1,108,3.5,m,6615,Shorea robusta,Shorea robusta,29.4,1,1,0,1,21.7,17.8,0,0,NA,0,0,21.7,--,29.4
8,78,3,8,8-78-3,101,8,1,113,5.9,m,6369,Lagerstroemia parviflora,Lagerstroemia parviflora,22.5,3,6,0,3,4.4,3,1.6,0.6,0,0,0,4.7,diamter at  1,22.5
8,78,3,14,8-78-3,101,14,1,212,14.5,m,6615,Shorea robusta,Shorea robusta,62.9,1,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--,62.9
8,78,3,15,8-78-3,101,15,1,232,15,m,6615,Shorea robusta,Shorea robusta,37.5,1,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--,37.5
8,78,3,16,8-78-3,101,16,1,242,17.5,m,6615,Shorea robusta,Shorea robusta,46.8,1,1,0,1,34.6,0,12.6,0,0,0,0,36.8,--,46.8
8,78,3,17,8-78-3,101,17,1,265,3.7,m,6113,Anogeissus latifolius,Anogeissus latifolia,37.7,1,2,0,2,25.2,12.3,9.6,1.4,0,0,0,27,--,37.7
8,78,3,18,8-78-3,101,18,1,286,3.1,m,6615,Shorea robusta,Shorea robusta,63,1,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--,63
8,78,3,20,8-78-3,101,20,1,350,3.6,m,6615,Shorea robusta,Shorea robusta,33.3,2,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--,33.3
8,78,4,1,8-78-4,101,1,1,12,7.4,m,6615,Shorea robusta,Shorea robusta,41.2,2,1,0,1,23.8,5.9,3,3.7,0,0,0,24,--,41.2
8,78,4,2,8-78-4,101,2,1,20,3.4,m,6651,Syzygium cumini,Eugenia jambolana,6.1,3,2,0,4,6.2,2.7,0,0,NA,0,0,6.2,--,6.1
8,78,4,3,8-78-4,101,3,1,55,15.3,m,6615,Shorea robusta,Shorea robusta,80.3,1,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--,80.3
8,78,4,4,8-78-4,101,4,1,70,12.4,m,6207,Cleistocalyx operculatus,Cleistocalyx operculatus,26.4,3,3,0,2,16.8,8.9,4.8,0,0,0,0,17.5,--,26.4
8,78,4,5,8-78-4,101,5,1,70,13.1,m,6207,Cleistocalyx operculatus,Cleistocalyx operculatus,57.8,3,6,0,3,12.7,8.1,0,0,NA,0,0,12.7,top cut,57.8
8,78,4,6,8-78-4,101,6,1,91,16.4,m,6615,Shorea robusta,Shorea robusta,32.8,1,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--,32.8
8,78,4,7,8-78-4,101,7,1,109,4,m,6259,Diospyrus tomentosa,OTHERS-1,23.1,3,3,0,1,9.5,4.1,0,0.5,0,0,0,9.5,--,23.1
8,78,4,8,8-78-4,101,8,1,128,7,m,6660,Terminalia alata,Terminalia tomentosa,110,1,1,0,2,26.7,14.6,3.2,0,0,0,0,26.9,--,110
8,78,4,9,8-78-4,101,9,1,128,13.3,m,6615,Shorea robusta,Shorea robusta,30.4,2,2,0,0,NA,NA,NA,NA,NA,0,0,NA,--,30.4
8,78,4,10,8-78-4,101,10,1,168,16.7,m,6615,Shorea robusta,Shorea robusta,36.7,1,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--,36.7
8,78,4,11,8-78-4,101,11,1,174,11.8,m,6615,Shorea robusta,Shorea robusta,30,1,2,0,0,NA,NA,NA,NA,NA,0,0,NA,--,30
8,78,4,12,8-78-4,101,12,1,186,20,m,6615,Shorea robusta,Shorea robusta,44.7,1,1,0,1,26.6,9.6,2,0,0,0,0,26.7,--,44.7
8,78,4,13,8-78-4,101,13,1,198,3.3,m,6615,Shorea robusta,Shorea robusta,30.7,3,3,0,0,NA,NA,NA,NA,NA,0,0,NA,--,30.7
8,78,4,15,8-78-4,101,15,1,231,15,m,6651,Syzygium cumini,Eugenia jambolana,31.7,3,1,0,2,13.8,3.6,5.3,0,0,0,0,14.8,--,31.7
8,78,4,16,8-78-4,101,16,1,242,2.6,m,6615,Shorea robusta,Shorea robusta,48,1,1,0,0,NA,NA,NA,NA,NA,0,0,NA,dbh at 1.4m due to knot,48
8,78,4,17,8-78-4,101,17,1,242,9.1,m,6615,Shorea robusta,Shorea robusta,66.5,1,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--,66.5
8,78,4,18,8-78-4,101,18,1,267,16.8,m,6615,Shorea robusta,Shorea robusta,38.4,1,1,0,1,29.9,11.9,0,0,NA,0,0,29.9,--,38.4
8,78,4,19,8-78-4,101,19,1,269,19.7,m,6615,Shorea robusta,Shorea robusta,31.7,2,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--,31.7
8,78,4,20,8-78-4,101,20,1,291,4.4,m,6615,Shorea robusta,Shorea robusta,47.5,2,2,0,0,NA,NA,NA,NA,NA,0,0,NA,--,47.5
8,78,4,21,8-78-4,101,21,1,346,15.9,m,6615,Shorea robusta,Shorea robusta,33,1,2,0,0,NA,NA,NA,NA,NA,0,0,NA,--,33
8,78,4,22,8-78-4,101,22,1,347,18.9,m,6615,Shorea robusta,Shorea robusta,35.5,2,3,0,0,NA,NA,NA,NA,NA,0,0,NA,--,35.5
8,78,6,1,8-78-6,101,1,1,38,12.3,m,6207,Cleistocalyx operculatus,Cleistocalyx operculatus,24.5,3,2,0,1,13,6.4,3,0,0,0,0,13.3,--,24.5
8,78,6,2,8-78-6,101,2,1,49,17.1,m,6207,Cleistocalyx operculatus,Cleistocalyx operculatus,54.4,1,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--,54.4
8,78,6,3,8-78-6,101,3,1,59,13.3,m,6369,Lagerstroemia parviflora,Lagerstroemia parviflora,20,3,2,0,4,9.9,3.2,3,0,0,0,0,10.3,--,20
8,78,6,4,8-78-6,101,4,1,100,17.4,m,6615,Shorea robusta,Shorea robusta,80.3,1,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--,80.3
8,78,6,5,8-78-6,101,5,1,131,16.9,m,6207,Cleistocalyx operculatus,Cleistocalyx operculatus,34.7,3,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--,34.7
8,78,6,6,8-78-6,101,6,1,167,15.2,m,6615,Shorea robusta,Shorea robusta,36.5,2,2,0,0,NA,NA,NA,NA,NA,0,0,NA,--,36.5
8,78,6,7,8-78-6,101,7,1,168,10.6,m,6615,Shorea robusta,Shorea robusta,53.6,1,1,0,1,33.5,0,14.5,0,0,0,0,36.5,--,53.6
8,78,6,8,8-78-6,101,8,1,168,16,m,6615,Shorea robusta,Shorea robusta,66.4,1,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--,66.4
8,78,6,9,8-78-6,101,9,1,179,7.4,m,6615,Shorea robusta,Shorea robusta,57.8,1,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--,57.8
8,78,6,10,8-78-6,101,10,1,190,8.9,m,6615,Shorea robusta,Shorea robusta,49.2,1,2,0,0,NA,NA,NA,NA,NA,0,0,NA,--,49.2
8,78,6,11,8-78-6,101,11,1,204,7.7,m,6615,Shorea robusta,Shorea robusta,55.6,1,1,0,0,NA,NA,NA,NA,NA,0,0,NA,--,55.6
8,78,6,12,8-78-6,101,12,1,269,4.1,m,6369,Lagerstroemia parviflora,Lagerstroemia parviflora,11.2,3,6,0,3,3.4,1.1,1.3,0,0,0,0,3.6,top cut,11.2
8,78,6,13,8-78-6,101,13,1,284,13.2,m,6615,Shorea robusta,Shorea robusta,38.7,1,1,0,1,16.7,8.7,0,0,NA,0,0,16.7,height twicely measured,38.7
